Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bull_flag,predicted_bear_flag,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger
2016-03-02,2015-12-07,0.9841670393943787,0.41675156641820216,0,0,1,12,,0.5,bear,1,0,0
2016-03-03,2015-12-07,0.989192545413971,0.44888020981350396,0,0,1,12,,0.5,bear,1,0,0
2016-03-04,2015-12-07,0.9914257526397705,0.47933095130611186,0,0,1,12,,0.5,bear,1,0,0
2016-03-07,2015-12-07,0.994572103023529,0.5082492150809277,1,1,0,12,,0.5,bull,1,0,0
2016-03-08,2015-12-07,0.9049988389015198,0.530517060411138,1,1,0,12,,0.5,bull,1,0,0
2016-03-09,2015-12-07,0.9774881601333618,0.5556036205944671,1,1,0,12,,0.5,bull,1,0,0
2016-03-10,2015-12-07,0.9563747644424438,0.5780971765002787,1,1,0,12,,0.5,bull,1,0,0
2016-03-11,2015-12-07,0.9950658082962036,0.6014998275499989,1,1,0,12,,0.5,bull,1,0,0
2016-03-14,2015-12-07,0.9955123066902161,0.6236140487537335,1,1,0,12,,0.5,bull,1,0,0
2016-03-15,2015-12-07,0.9965401887893677,0.6445447846821964,1,1,0,12,,0.5,bull,1,0,0
2016-03-16,2015-12-07,0.9964919686317444,0.6642980622811073,1,1,0,12,,0.5,bull,1,0,0
2016-03-17,2015-12-07,0.9960071444511414,0.682915462507625,1,1,0,12,,0.5,bull,1,0,0
2016-03-18,2015-12-07,0.9957497119903564,0.7004734997765499,1,1,0,12,,0.5,bull,1,0,0
2016-03-21,2015-12-07,0.9964469075202942,0.7170852107141089,1,1,0,12,,0.5,bull,1,0,0
2016-03-22,2015-12-07,0.9957675933837891,0.732726450984948,1,1,0,12,,0.5,bull,1,0,0
2016-03-23,2015-12-07,0.9931640028953552,0.7473436875894168,1,1,0,12,,0.5,bull,1,0,0
2016-03-24,2015-12-07,0.9895870685577393,0.7609397638445743,1,1,0,12,,0.5,bull,1,0,0
2016-03-28,2015-12-07,0.984845757484436,0.7735066416322999,1,1,0,12,,0.5,bull,1,0,0
2016-03-29,2015-12-07,0.9962486624717712,0.7860081906465838,1,1,0,12,,0.5,bull,1,0,0
